name,azizsupermrkt,chittagong,dhaka,sylhet,banglabazar,ecommerce,id,reference
Feline Philosophy: Cats and the Meaning of Life,0,2,0,0,0,0,42817,9780241351147
Talking to Strangers,0,0,1,0,0,0,27874,9780241351574
The Memoir of an Anti-Hero,0,2,0,0,0,0,22552,9780241351604
12 Rules For Life: An Antidote To Chaos,0,0,0,0,0,0,13823,9780241351642
The Snowman: Inspired by the original story,0,0,0,0,0,0,60785,9780241352441
Have You Eaten Grandma?,0,0,1,0,0,0,13156,9780241352632
Peppa Pig: Peppa Plays Cricket,0,0,0,0,0,0,26347,9780241354001
Game Of Thrones - A Guide to Westeros And Beyond The Complete Series,0,1,0,0,0,0,70327,9780241355510
How technology works,0,2,1,0,0,0,39959,9780241356289
The Marvel Book: Expand Your Knowledge Of A Vast Comics Universe,0,0,2,0,0,0,13383,9780241357651
Ultimate Star Wars (New Edition),0,0,1,0,0,0,58423,9780241357668
DKfindout! Birds,0,0,0,0,0,0,21861,9780241358474
Humble Pi,0,1,1,1,0,0,12960,9780241360194
The Song of Kieu,0,1,0,0,0,0,42365,9780241360668
I'm Not Here to Give a Speech,0,2,9,0,0,0,26424,9780241360880
This Is Shakespeare: How to Read the World's Greatest Playwright,0,0,0,0,0,0,21593,9780241361634
The Knitting Book,0,0,0,0,0,0,11532,9780241361948
How Philosophy Works: The concepts visually explained,0,0,0,0,0,0,48745,9780241363188
Knowledge Encyclopedia history,0,0,3,0,0,0,46868,9780241363379
Dreams,0,0,2,0,0,0,49200,9780241363539
How to Photograph Absolutely Everything: Successful pictures from your digital camera,0,0,1,0,0,0,25980,9780241363584
Photography: History. Art. Technique,0,0,0,1,0,0,25974,9780241363607
The science of pregnancy,0,0,0,1,0,0,41432,9780241363652
Subscribed: Why the Subscription Model Will Be Your Company’s Future―and What to Do About It,0,0,0,0,0,0,59938,9780241363669
Knowledge Encyclopedia Dinosaur!,0,2,6,0,0,0,71811,9780241364369
History of Britain and Ireland: The Definitive Visual Guide,0,1,0,0,0,0,70330,9780241364406
DC Comics Year By Year New Edition,0,0,1,0,0,0,71814,9780241364956
How to be Good at English : Ages 7-14,0,0,0,0,0,0,72746,9780241364970
France,0,1,0,0,0,0,50335,9780241365366
Southwest USA and National Parks,0,1,0,0,0,0,50348,9780241365519
Baby's First Year Journal: A Keepsake of Milestone Moments,0,0,5,0,0,0,74503,9780241365601
The Beauty of Everyday Things (Penguin Modern Classics),0,0,0,0,0,0,59695,9780241366356
Shaping The Future Of The Fourth industrial revolution,0,0,0,0,0,0,39261,9780241366370
Top 10 New York City: 2020,0,1,0,0,0,0,42852,9780241367766
Top 10 Rome: 2020,0,1,0,0,0,0,42854,9780241367780
Top 10 Bangkok,0,1,3,0,0,0,42853,9780241368046
Top 10 Israel and Petra,0,2,3,0,0,0,42850,9780241368053
DK Eyewitness Thailand,0,2,0,0,0,0,59962,9780241368879
This Is Marketing,0,0,1,0,0,0,48883,9780241370148
Roald Dahl's a b c,0,0,0,1,0,0,31819,9780241370308
Roald Dahl's Colours,0,0,0,2,0,0,31818,9780241370315
The Moon and the Bonfires,0,0,0,0,0,0,22833,9780241370544
Wildlife The Definitive Visual Guide To Animals Life on Every Continent,0,0,0,0,0,0,54712,9780241370629
Dinosaur The Difinitive Visual Guide To Prehistoric Animals,0,0,0,0,0,0,54708,9780241370636
Peppa Pig: Peppa's Diwali,0,0,0,0,0,0,26355,9780241371541
Nursery Rhymes,0,0,0,0,0,0,47335,9780241371626
Peppa at the Petting Farm,0,0,0,0,0,0,31045,9780241371640
Zen : The Art of Simple Living,1,0,2,0,0,0,42345,9780241371831
To the Lighthouse,0,1,0,0,0,0,42770,9780241371954
Orlando,0,1,0,0,0,0,42738,9780241371961
The Years,0,2,0,0,0,0,48013,9780241372074
The Waves,0,0,0,0,0,0,42730,9780241372081
The End of Everything,0,0,0,0,0,0,47873,9780241372333
Selected Short Stories,0,1,1,0,0,0,42526,9780241372517
Metamorphosis and Other Stories: Penguin Classics,0,0,0,0,0,0,42925,9780241372555
The Trial (Penguin Classics),0,0,0,0,0,0,15421,9780241372562
The Castle,0,0,0,1,0,0,42713,9780241372579
Amerika,1,3,2,1,0,0,42291,9780241372586
The Burrow: Posthumously Published Short Fiction,2,9,7,0,0,0,48269,9780241372593
The Devil in the Flesh (Penguin Classics),0,0,1,0,0,0,59650,9780241372616
The Ship of Shadows,0,0,0,0,0,0,48443,9780241372913
Little World: Jungle Journey: A push-and-pull adventure,0,0,0,0,0,0,23066,9780241373002
Peppa Pig: Peppa Goes Swimming,0,0,0,0,0,0,26354,9780241373408
Oneness With All Life,0,0,0,0,0,0,21573,9780241373828
The Cold Millions,0,0,1,0,0,0,50722,9780241374580
Up and Down,0,0,0,0,0,0,47215,9780241375853
Peppa and the Police Car,0,0,0,0,0,0,47218,9780241375877
The Art of Making Memories How to Create and Remember Happy Moments,0,0,0,0,0,0,69233,9780241376058
Grammar and punctuation,0,0,0,0,0,0,40201,9780241376515
Roald Dahl 16 Collection Box Set,0,2,4,0,0,0,73426,9780241377291
The Prince and the Pauper,0,0,1,0,0,0,57690,9780241378496
Baby Touch: Vehicles,0,1,2,0,0,0,72953,9780241379097
Baby Touch: Colours,0,0,0,0,0,0,31119,9780241379103
Baby Touch: Numbers,0,0,0,0,0,0,31104,9780241379110
Baby Touch: Peekaboo,0,0,0,0,0,0,59896,9780241379127
Baby Touch: Animals,0,0,0,0,0,0,72954,9780241379141
Baby Touch: Shapes,0,1,0,0,0,0,31126,9780241379158
Baby Touch: Words,0,0,0,0,0,0,31118,9780241379165
The Changing Mind: A Neuroscientist's Guide to Ageing Well,0,0,0,0,0,0,28822,9780241379400
Reimagining Capitalism : How Business Can Save the World,0,0,0,0,0,0,16145,9780241379660
Reimagining Capitalism,0,2,0,0,0,0,27231,9780241379677
Reimagining Capitalism in a World on Fire,0,0,1,0,0,0,47596,9780241379684
A Short History of Trains,0,0,0,0,0,0,71805,9780241379738
Complete Language Pack Spanish: Learn in just 15 minutes a day,0,0,0,0,0,0,70323,9780241379868
Complete Language Pack Mandarin Chinese: Learn in just 15 minutes a day,0,1,0,0,0,0,70317,9780241379875
Read It Yourself (Set Of 50 Books),0,0,1,0,0,0,57576,9780241379882
Catching Teller Crow,0,0,0,0,0,0,62688,9780241380079
"Rationality: What It Is, Why It Seems Scarce, Why It Matters",0,7,0,0,0,0,43081,9780241380284
Mammoth Science : The Big Ideas That Explain Our World,0,0,0,0,0,0,60677,9780241381045
Peppa the Mermaid,0,0,0,0,0,0,25554,9780241381236
Japanese Ghost Stories,0,1,0,0,0,0,42665,9780241381274
How Democracies Die,0,1,0,0,0,0,21988,9780241381359
Super Simple Physics,0,0,3,0,0,0,25053,9780241381434
Incredible History : Lost Worlds Brought Back to Life,0,0,1,0,0,0,71554,9780241381472
Diary of a Country Priest,0,2,0,0,0,0,42698,9780241381809
"Tales from 1,001 Nights",0,0,3,0,0,0,42236,9780241382714
Democracy Rules,0,0,0,0,0,0,31240,9780241382936
Eyewitness : World War II,0,0,1,0,0,0,34040,9780241383971
Eyewitness Ocean,0,0,1,0,0,0,24737,9780241384107
How Spies Think : Ten Lessons in Intelligence,0,0,0,0,0,0,31231,9780241385197
The Infinite Game,0,0,0,0,0,0,42328,9780241385630
The History of Sexuality: 1: The Will to Knowledge (Penguin Modern Classics),0,0,6,0,0,0,48247,9780241385982
The History of Sexuality : Vol.2,0,0,0,0,0,0,32566,9780241385999
The History of Sexuality: 3: The Care of the Self,0,2,0,0,0,0,42614,9780241386002
Discipline and Punish: The Birth of the Prison,0,1,0,0,0,0,21698,9780241386019
"A History of Magic, Witchcraft and the Occult",0,0,0,0,0,0,22282,9780241386118
The Wonders of Nature,0,0,0,0,0,0,62271,9780241386217
The Visual MBA,0,0,0,0,0,0,42341,9780241386682
Body MOT: Choose the Right Medical Tests to Optimize Your Health,0,0,2,0,0,0,24735,9780241386804
Signs & Symbols: An illustrated guide to their origins and meanings,0,0,4,0,0,0,59612,9780241387047
Myths & Legends,0,0,1,1,0,0,42368,9780241387054
The Diary of a Young Girl (Penguin Classics),0,0,0,0,0,0,15443,9780241387481
A Room of One's Own,0,0,0,0,0,0,22373,9780241387528
Diary of a Wimpy Kid: The Meltdown,1,0,0,0,0,0,16816,9780241389324
Finding the Mother Tree,0,0,0,0,0,0,49239,9780241389355
Science of Strength Training,0,0,0,0,0,0,25054,9780241389454
SuperSimple Biology,0,0,0,0,0,0,68943,9780241390467
Faces: A Black-and White-Book,0,0,0,0,0,0,31116,9780241391723
Baby Touch: Animals: a black-and-white book,0,0,0,0,0,0,23063,9780241391730
Animal Farm : The Graphic Novel,0,0,0,0,0,0,43424,9780241391853
Childhood: Tove Ditlevsen,0,1,0,0,0,0,59437,9780241391938
Expert: Understanding the Path to Mastery,0,0,0,0,0,0,43086,9780241392058
War the Definitive Visual History,0,0,0,0,0,0,46897,9780241392164
THE CONCISE HUMAN BODY BOOK,0,0,0,1,0,0,39021,9780241395523
A Political History of the World: Three Thousand Years of War and Peace,0,0,1,0,0,0,59812,9780241395561
"Black Skin, White Masks (Penguin Modern Classics)",0,0,0,0,0,0,59917,9780241396667
Feminisms: A Global History (Pelican Books),0,2,1,0,0,0,59920,9780241398142
Personal Writings,2,0,1,0,0,0,44471,9780241400272
Why We Eat (Too Much): The New Science of Appetite,0,0,0,0,0,0,22764,9780241400531
Winners Take All,0,0,0,0,0,0,49548,9780241400722
How the Brain Works: The Facts Visually Explained,0,0,0,0,0,0,73444,9780241403372
Peppa Pig: Peppa Loves Yoga,0,0,0,0,0,0,26357,9780241405017
Diary of an Awesome Friendly Kid : Rowley Jefferson's Journal,1,0,21,9,0,0,21216,9780241405604
Diary of an Awesome Friendly Kid: Rowley Jefferson's Journal,0,5,9,0,0,0,73405,9780241405710
"Connect : Building Exceptional Relationships with Family, Friends and Colleagues",0,2,1,0,0,0,21504,9780241406816
Beyond Order : 12 More Rules for Life,0,0,0,0,0,0,21469,9780241407622
Beyond Order: 12 More Rules for Life,0,1,0,0,0,0,22295,9780241407639
Top 10 Istanbul,0,2,2,0,0,0,42849,9780241407752
"Women, Race & Class",0,1,2,1,0,0,42618,9780241408407
Agent Sonya,0,0,0,0,0,0,49991,9780241408513
Europe,0,0,0,0,0,0,42326,9780241408612
Mars: Explore the mysteries of the Red Planet,0,0,0,0,0,0,21822,9780241409589
The Islam Book,0,2,0,0,0,0,33416,9780241409688
The Law Book,0,1,3,0,0,0,33370,9780241410196
Entrepreneurs Who Changed History,0,1,0,0,0,0,22243,9780241410271
The DNA Book: Discover what makes you you,0,0,0,0,0,0,26370,9780241411018
Dracula,0,0,0,0,0,0,59499,9780241411155
Peppa Pig: My Daddy and Me,0,0,1,0,0,0,25754,9780241411919
My Mummy and Me,0,0,0,0,0,0,47236,9780241411926
Peppa Pig : Peppa at Playgroup (Sticker Activity Book),0,0,0,0,0,0,34448,9780241411940
Peppa Pig: Peppa Goes Dancing,0,0,0,0,0,0,26356,9780241411957
Peppa Pig: Peppa's Best Day Ever,0,0,0,0,0,0,23067,9780241412022
Diary of a Wimpy Kid: Wrecking Ball,0,0,16,7,0,0,21240,9780241412039
Peppa Pig: Peppa's Baking Competition,0,0,0,0,0,0,26351,9780241412053
Peppa Pig: Peppa's Play Date,0,0,0,0,0,0,26353,9780241412237
Peppa Pig: Peppa's Summer Holiday,0,0,1,0,0,0,73445,9780241412251
The Physics Book,0,0,5,0,0,0,33368,9780241412725
The Body Atlas: A Pictorial Guide to the Human Body,0,1,0,0,0,0,58355,9780241412770
The Bird Atlas: A Pictorial Guide to the World's Birdlife,0,0,0,0,0,0,24817,9780241412794
1000 Inventions and Discoveries,0,0,0,0,0,0,74563,9780241412800
"The Sports Book: The Sports, The Rules, The Tactics, The Techniques",0,0,1,0,0,0,24734,9780241412930
Philosophy: A Visual Encyclopedia,0,0,0,0,0,0,16755,9780241412992
Watercolour Techniques for Artists and Illustrators,0,0,0,0,0,0,46501,9780241413319
DKfindout! Climate Change,0,0,1,0,0,0,21865,9780241413852
English for Everyone Junior : Beginner's Course,0,0,0,0,0,0,15031,9780241415047
Commando Mindset,0,3,0,0,0,0,27372,9780241416051
The Human Body,0,0,3,0,0,0,43092,9780241416983
A Ladybird Book: The Solar System,0,0,1,0,0,0,43512,9780241417133
A Ladybird Book: Trains,0,0,4,0,0,0,43511,9780241417171
A Ladybird Book: Weather,0,0,3,0,0,0,43510,9780241417362
The Unadoptables,0,0,1,0,0,0,26213,9780241417461
Orwell and Politics,0,0,0,0,0,0,21616,9780241417980
Orwell and the Dispossessed,0,2,1,0,0,0,22372,9780241418000
Orwell in Spain,0,0,2,0,0,0,59699,9780241418017
Twilight Of Democracy,0,2,1,0,0,0,48807,9780241419717
Think Big,0,0,1,0,0,0,42217,9780241420164
The Fail-Safe Startup,0,0,0,0,0,0,25034,9780241420171
Perfume,0,8,1,0,0,0,34932,9780241420294
Pop-Up Peekaboo! Monsters,0,0,0,0,0,0,25538,9780241420676
The Fountains of Silence,0,0,1,0,0,0,61378,9780241422236
Hitler and Stalin: The Tyrants and the Second World War,0,1,0,0,0,0,22336,9780241422670
Competition is Killing Us,0,0,0,0,0,0,21610,9780241423011
The Indian Managers Handbook,0,0,0,0,0,0,22749,9780241423400
Diary of a Wimpy Kid: The Deep End,0,0,0,0,0,0,21242,9780241424148
Tales of the Greek Heroes,0,0,1,0,0,0,76163,9780241425107
Frankenstein: Puffin Clothbound Classics,0,0,0,0,0,0,59802,9780241425121
Puffin CBC: Wuthering Heights: Puffin Clothbound Classics,0,0,0,0,0,0,59649,9780241425138
The Man Who Died Twice,0,0,1,0,0,0,50098,9780241425435
Space: A Children's Encyclopedia,0,0,2,0,0,0,47646,9780241426364
Picturepedia: an encyclopedia on every page,0,0,0,0,0,0,72976,9780241426371
Life Through Time: The 700-Million-Year Story of Life on Earth,0,0,0,0,0,0,21819,9780241426395
Digital Photographers Handbook,0,0,1,0,0,0,50400,9780241426418
The Little Book of Politics,0,0,0,0,0,0,21501,9780241426432
The Little Book of Economics,0,0,0,0,0,0,16698,9780241426449
Short History Of World War,0,0,0,0,0,0,59852,9780241426463
A Short History of World War II,0,0,0,0,0,0,59914,97802414264633
Diary of a Wimpy Kid,0,9,0,0,0,0,25051,9780241426692
Baby Touch: Opposites,0,0,1,0,0,0,74571,9780241427408
Marvel Black Widow: Secrets of a Super-spy,0,1,0,0,0,0,68257,9780241428016
Willy Wonkas Everlasting Book Of Fun,0,0,0,0,0,0,24820,9780241428139
The Prom,0,0,0,0,0,0,60375,9780241428214
"The Good, The Bad",0,1,1,0,0,0,49309,9780241430323
Peter Pan,0,0,1,0,0,0,31980,9780241430620
The Great Adventures of Sherlock Holmes,0,0,2,0,0,0,31973,9780241430637
Oliver Twist,0,0,0,0,0,0,31975,9780241430644
Alice's Adventures in Wonderland,0,0,3,0,0,0,26315,9780241430651
Maths Lab,0,0,0,0,0,0,56850,9780241432327
Emma,0,0,4,0,0,0,47706,9780241432556
The Complete Alice,0,0,0,0,0,0,22458,9780241432563
The Great Gatsby,0,0,0,0,0,0,22447,9780241432570
The Penguin Book of Feminist Writing: From Christine de Pizan to Chimamanda Ngozi Adichie,0,1,0,0,0,0,27422,9780241432860
Wild Cities,0,0,0,0,0,0,26654,9780241433768
The Extraordinary Life of Amelia Earhart,0,0,0,0,0,0,47177,9780241434109
The Miracle on Ebenezer Street,0,0,1,0,0,0,28620,9780241434277
Gulliver's Travels,0,0,0,0,0,0,31978,9780241434529
THE PUFFIN BOOK OF FUNNY STORIES,0,0,0,0,0,0,57403,9780241434734
The Island of Missing Trees,1,0,4,0,0,0,33202,9780241435007
Five Children and It,0,0,2,0,0,0,31977,9780241435076
Power : Essential Works 1954-84,0,0,0,0,0,0,44094,9780241435083
The Foucault Reader,0,0,0,0,0,0,49419,9780241435144
Mission Economy,0,5,1,0,0,0,27860,9780241435311
Metamorphosis and Other Stories,0,0,0,0,0,0,42207,9780241436240
Mrs Dalloway,0,0,0,0,0,0,42622,9780241436271
A Room of One's Own (Penguin Modern Classics),0,0,1,0,0,0,74508,9780241436288
Orlando,0,0,0,0,0,0,42615,9780241436301
Nineteen Eighty-Four: The Graphic Novel,0,0,0,0,0,0,42308,9780241436493
Peppa Loves Our Planet,0,0,0,0,0,0,25557,9780241436721
Art,0,1,0,0,0,0,49648,9780241437414
The Biology Book : Big Ideas Simply Explained,0,3,0,0,0,0,31093,9780241437469
Stephen Hawking : A Memoir of Friendship and Physics,0,2,3,0,0,0,27026,9780241438091
The Witches,0,0,0,0,0,0,22804,9780241438817
English for Everyone English Phrasal Verbs,0,0,0,0,0,0,25302,9780241439395
English for Everyone Junior 5 Words a Day,0,0,0,0,0,0,25303,9780241439425
Baby Touch: My First Book: a black-and-white cloth book,0,0,0,0,0,0,59813,9780241439463
How to Work Without Losing Your Mind,0,0,1,0,0,0,22752,9780241439661
Words,0,0,0,0,0,0,31174,9780241440001
The adventures of Robin Hood,0,0,1,0,0,0,31982,9780241440742
The Call of the Wild,0,3,1,0,0,0,25947,9780241440766
The Colour Out of Space,0,1,0,0,0,0,21603,9780241443934
The Scandal of the Century and Other Writings,0,2,1,1,0,0,22761,9780241444184
A History Of What Comes What Next,0,1,1,0,0,0,49166,9780241445136
EmpireLand,0,0,1,0,0,0,49322,9780241445297
How Space Works : The Facts Visually Explained,0,0,2,0,0,0,25298,9780241446324
Animal Knowledge Genius!,0,0,0,0,0,0,47644,9780241446539
Digital Photography Complete Course,0,0,2,0,0,0,42366,9780241446614
Simply Philosophy,0,4,0,0,0,0,22563,9780241446690
The Cop and the Anthem and Other Stories,0,1,0,0,0,0,61732,9780241447468
How to Avoid a Climate Disaster: The Solutions We Have and the Breakthroughs We Need,0,0,0,0,0,0,20949,9780241448304
Nineteen Eighty-Four,0,1,0,0,0,0,59947,9780241453513
Digital Minimalism,0,0,0,0,0,0,42815,9780241453575
Animal Farm,0,0,0,0,0,0,42411,9780241453865
Big Shot (Diary of a Wimpy Kid Book-16),1,10,46,0,0,0,43503,9780241454145
Diary of a Wimpy Kid: Big Shot,0,9,0,0,0,0,73413,9780241454152
Peter Rabbit Buzzy Book,0,0,0,0,0,0,47416,9780241454459
There Are Places In The World Where Rules Are Less Important Than Kindness,0,0,2,0,0,0,47551,9780241454688
The Corner That Held Them,0,0,0,0,0,0,49242,9780241454817
Summer Will Show,0,0,1,0,0,0,49139,9780241454848
Truth With Socrates,0,0,0,0,0,0,47287,9780241456484
Big Ideas for Little Philosophers: Equality with Simone de Beauvoir,0,0,0,0,0,0,43078,9780241456491
Big Ideas for Little Philosophers: Happiness with Aristotle,0,0,0,0,0,0,43079,9780241456507
Chronicles of Dissent,0,0,0,0,0,0,63446,9780241458266
The Outsider,0,3,0,0,0,0,13604,9780241458853
The Plague,0,4,1,0,0,0,13603,9780241458877
The Fall,0,1,8,0,0,0,44467,9780241458884
1000 Words Stem,0,0,8,0,0,0,25641,9780241458969
Peppa Pig: Peppa's Family and Friends,0,0,0,0,0,0,47420,9780241459232
Old Masters : A Comedy,0,0,0,0,0,0,21916,9780241459423
Pop-Up Peekaboo! Dragon,0,0,0,0,0,0,74528,9780241459478
What's The Weather?,0,0,0,0,0,0,23706,9780241459508
The Dressmaking Book,0,0,0,0,0,0,42369,9780241459737
Peppa Pig Purple Bag,0,0,1,0,0,0,47606,9780241460115
Norse Myths,0,2,2,0,0,0,34057,9780241461365
The Really Incredible Science Book,0,0,0,0,0,0,47645,9780241461389
Why Is Blood Red?,0,0,0,0,0,0,58357,9780241461419
How To Avoid Witches,1,0,0,0,0,0,22657,9780241461792
Into the Spotlight,0,0,1,0,0,0,26212,9780241462096
Baby Touch : 123,0,0,0,0,0,0,34062,9780241463031
Baby Touch : ABC (A Touch - And - feel Playbook),0,0,0,0,0,0,34059,9780241463048
Baby Touch,0,0,0,0,0,0,48070,9780241463055
Vehicles A black-and-white book,0,0,1,0,0,0,47339,9780241463215
The Motorcycle Diaries,0,0,2,0,0,0,74549,9780241465103
The Trouble With Being Born,0,2,0,0,0,0,28503,9780241467275
Dragon World,0,0,0,0,0,0,25761,9780241467510
The Cyberiad,0,1,0,0,0,0,59833,9780241467992
Around the World in Eighty Days,0,0,0,0,0,0,42379,9780241468654
The Brain Fitness Book: Activities and Puzzles to Keep Your Mind Active and Healthy,0,0,0,0,0,0,74580,9780241470985
Simply Quantum Physics,0,1,0,0,0,0,22562,9780241471227
The Medicine Book : Big Ideas Simply Explained,0,2,3,0,0,0,25296,9780241471258
A Short History of The Vietnam War,0,0,0,0,0,0,42191,9780241471289
How To Be A Global Citizen,0,1,0,0,0,0,47341,9780241471326
Ain't I A Woman?,0,2,0,0,0,0,22737,9780241472361
Why Vegan?,0,2,0,0,0,0,22740,9780241472385
Anarchist Communism,0,3,0,0,0,0,22703,9780241472408
Suffragette Manifestos,0,5,1,0,0,0,48430,9780241472415
Bushido : The Soul of Japan,0,3,0,0,0,0,21491,9780241472439
The Decay of Lying,0,2,0,0,0,0,22702,9780241472453
Dimension of Miracles,0,0,0,0,0,0,59846,9780241472491
Grimm Tales : For Young and Old,0,1,0,0,0,0,22662,9780241472729
God is Dead. God Remains Dead. And We Have Killed Him.,0,1,1,0,0,0,22717,9780241472842
The Narrative of Trajan's Column,0,5,0,0,0,0,22714,9780241472859
One Swallow Does Not Make a Summer,0,3,1,0,0,0,22722,9780241472866
Steps Towards a Small Theory of the Visible,0,4,0,0,0,0,22742,9780241472873
The Freedom to Be Free,0,5,0,0,0,0,21492,9780241472880
The Power of Words,0,4,0,0,0,0,22709,9780241472903
Three Japanese Buddhist Monks,0,3,1,0,0,0,22706,9780241472910
When I Dare to Be Powerful,0,5,0,0,0,0,22707,9780241473153
Love One's Enemy,0,5,0,0,0,0,22720,9780241473252
Being Happy,0,1,0,0,0,0,22738,9780241473269
How To Be An Artist,0,0,0,0,0,0,33349,9780241474112
Brief Notes on the Art and Manner of Arranging One's Books,0,1,0,0,0,0,22735,9780241475218
Reflections on the Guillotine,0,3,0,0,0,0,22723,9780241475225
What Is Existentialism?,0,1,0,0,0,0,22705,9780241475232
How To Be a Stoic,0,0,0,0,0,0,22715,9780241475263
Peppa Pig: Peppa Is Kind,0,0,0,0,0,0,72974,9780241476215
Peppa Pig: Peppa's Best Birthday Party,0,0,0,0,0,0,47856,9780241476307
Peppa Loves Easter,0,0,0,0,0,0,48156,9780241476406
Peppa's Muddy Puddle Walk,0,0,0,0,0,0,47226,9780241476444
Peppa's Countdown Bedtime,0,0,0,0,0,0,57912,9780241476529
Peppa's Best Sleepover,0,0,1,0,0,0,47241,9780241476680
Where's Peppa?,0,0,1,0,0,0,47212,9780241476703
Vincent van Gogh,0,1,1,0,0,0,34603,9780241479001
All About Maths,0,0,0,0,0,0,25660,9780241479094
All About Numbers,0,0,0,0,0,0,21540,9780241479100
The Coffee Book,0,0,0,0,0,0,64128,9780241481127
Georgia O'Keeffe,0,1,1,0,0,0,34605,9780241481318
Unlocking the Universe,0,2,0,0,0,0,34067,9780241481486
Once Upon A Time...there was a Little Bird,0,0,0,0,0,0,34562,9780241481530
Once Upon A Time...there was a Greedy King,0,0,0,0,0,0,34561,9780241481547
Target Acquired,0,0,0,0,0,0,50163,9780241481707
Consequences of Capitalism,0,0,0,0,0,0,42834,9780241482612
The God Equation,0,0,0,0,0,0,25035,9780241483480
Human Body,0,0,1,0,0,0,25649,9780241485965
Caste : The Lies That Divide Us,0,0,0,0,0,0,48244,9780241486511
World Religions,0,0,0,0,0,0,34069,9780241487389
Eyewitness : Climate Change,0,1,3,0,0,0,34176,9780241490358
A Promised Land,0,1,3,1,0,0,10780,9780241491515
Ten Lessons For A Post-Pandemic World,0,2,2,0,0,0,10215,9780241491652
Intimations: Six Essays,0,1,0,0,0,0,48428,9780241492383
Doom: The Politics of Catastrophe,0,2,0,0,0,0,28054,9780241501764
Shutdown: How Covid Shook the World's Economy,0,0,1,0,0,0,43082,9780241501771
Life Support,0,1,1,0,0,0,29273,9780241506318
This Way to the Universe: A Journey into Physics,0,0,0,0,0,0,61205,9780241506806
Math Without Numbers,0,0,0,0,0,0,22795,9780241507575
Shape : The Hidden Geometry of Absolutely Everything,0,1,0,0,0,0,28234,9780241510452
"Senbazuru: Small Steps to Hope, Healing and Happiness",0,0,0,0,0,0,28934,9780241511398
Captain Daddy Pig,0,0,0,0,0,0,76502,9780241511565
First Words with Peppa Level 1,0,0,1,0,0,0,47456,9780241511626
First Words with Peppa Level 2,0,0,1,0,0,0,47454,9780241511633
First Words with Peppa Level 3,0,0,0,0,0,0,47441,9780241511640
First Words with Peppa Level 4,0,3,1,0,0,0,47455,9780241511657
First Words with Peppa Level 5,0,0,0,0,0,0,47453,9780241511664
The Premonition: A Pandemic Story,0,2,1,0,0,0,28053,9780241512470
The Black History Book,0,2,0,0,0,0,62457,9780241512982
Deep Purpose: The Heart and Soul of High-Performance Companies,0,0,2,0,0,0,74601,9780241513408
Black Marxism,0,4,0,0,0,0,59684,9780241514177
Shooting an Elephant,0,7,0,0,0,0,62343,9780241515006
The Chemistry Book: Big Ideas Simply Explained,0,3,3,0,0,0,72747,9780241515549
The Essential Managers Handbook,0,0,2,0,0,0,74918,9780241515792
My Hygge Home,0,1,2,0,0,0,76996,9780241517970
Peppa Pig - My First Little Library,0,0,0,0,0,0,47414,9780241519448
Peppa Pig: My Best Little Library,0,1,0,0,0,0,72950,9780241519578
How to Trick a Twit,0,1,1,0,0,0,27311,9780241520987
Complete Flags of the World,0,0,0,0,0,0,22664,9780241523568
"Mrs Wordsmith Epic Words Vocabulary Book, Ages 4-8 (Key Stages 1-2)",0,0,5,0,0,0,43058,9780241527122
"Mrs Wordsmith How To Write A Story, Ages 7-11",0,0,0,0,0,0,43111,9780241527146
1000 Useful Words,0,0,10,0,0,0,25645,9780241528983
Big Panda and Tiny Dragon,0,0,1,0,0,0,42334,9780241529324
Rowley Jefferson’s Awesome Friendly Spooky Stories,0,1,0,0,0,0,73417,9780241530405
Becoming,0,4,0,0,0,0,28401,9780241531815
My First Book of Patterns : Pencil Control,0,0,0,0,0,0,47591,9780241532454
The Bomber Mafia : A Story Set in War,0,2,0,0,0,0,25294,9780241535868
"15-Minute Stretch: Four 15-Minute Workouts for Flexibility, Posture, and Strength",0,5,2,0,0,0,73415,9780241536803
Hugo : German in 3 Months,0,0,0,0,0,0,68678,9780241537398
Daughter of the Deep,0,0,6,0,0,0,74763,9780241538203
Manifest,0,1,4,1,0,0,73407,9780241539590
A Passage to India,0,2,1,0,0,0,73399,9780241540428
Leadership : Six Studies in World Strategy,0,0,0,0,0,0,70644,9780241542002
Peppa Pig: Where's George's Dinosaur?: A Lift The Flap Book,0,0,0,0,0,0,73440,9780241543542
Trials of Apollo Collection (5 Book Slipcase),0,0,2,0,0,0,74564,9780241548257
Take Me With You When You Go,0,0,0,0,0,0,34064,9780241550809
Nudge,0,6,4,0,0,0,32804,9780241552100
The Voltage Effect,0,0,0,0,0,0,61207,9780241556849
Matilda: Special Edition,0,0,2,0,0,0,74499,9780241558317
Diary Of A Wimpy Kid,0,7,19,0,0,0,72956,9780241562284
The Best Ever Cake Book,0,0,1,0,0,0,76209,9780241563496
How to Stay Smart in a Smart World: Why Human Intelligence Still Beats Algorithms,0,0,0,0,0,0,63444,9780241567432
How To Prevent the Next Pandemic,0,0,1,0,0,0,68007,9780241579602
Diary of a Wimpy Kid:Diper Overlode,1,9,22,0,0,0,74903,9780241583081
The Dawn of Everything: A New History of Humanity,0,0,5,0,0,0,61250,9780241585184
Our Crooked Hearts,0,0,0,0,0,0,74802,9780241592540
The Summer I Turned Pretty,0,0,0,0,0,0,75914,9780241599198
Virtual Society: The Metaverse and the New Frontiers of Human Experience,0,0,5,0,0,0,74492,9780241616598
